정류소ID,모바일ID,정류소명,영문명,시_도,구_군,동,X좌표,Y좌표,경유노선수,경유노선
7021019600,196,경동산업앞,Kyoung Dong Industry Co Ltd,대구광역시,북구,산격2동,12836.7218,3554.6799,1,300
7021019700,312,대구우편집중국앞,Daegu Mail Collection Center,대구광역시,북구,산격2동,12836.8973,3554.5895,9,"300, 304, 306, 323, 323-1, 413, 503, 653, 937"
7021019800,341,엑스코건너,EXCO,대구광역시,북구,산격2동,12836.63606,3554.468711,9,"300, 304, 306, 323, 323-1, 413, 503, 653, 937"
7021019900,2102,텍스빌,Texville,대구광역시,북구,산격2동,12836.5601,3554.4102,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
7021020000,5241,복현네거리,Bokhyun(4) Junction,대구광역시,북구,복현2동,12837.4284,3553.509214,4,"323-1, 413, 836, 순환3-1"
7021020100,190,복현푸르지오아파트건너,Bokhyun Prugio Apts,대구광역시,동구,신암4동,12837.4207,3553.5004,4,"323, 413, 836, 순환3"
7021020200,2097,영진고등학교앞,Yeungjin High School,대구광역시,북구,복현2동,12837.2803,3553.5744,9,"323-1, 410-1, 413, 719, 836, 937, 북구1, 북구2, 순환3-1"
7021020300,2101,영진고등학교건너,Yeungjin High School,대구광역시,북구,복현1동,12837.2009,3553.6106,7,"323, 410, 413, 836, 937, 북구2, 순환3"
7021020400,2098,영진전문대학후문앞,Yeungjin College,대구광역시,북구,복현2동,12837.1246,3553.6869,9,"323-1, 410-1, 413, 719, 836, 937, 북구1, 북구2, 순환3-1"
7021020500,328,영진전문대학후문건너,Yeungjin College,대구광역시,북구,복현1동,12837.0865,3553.701,9,"323, 410, 413, 719, 836, 937, 북구1, 북구2, 순환3"
7021020600,327,복현오거리1,Bokhyeon (5) Junction,대구광역시,북구,복현1동,12836.937,3553.82,9,"323, 410, 413, 719, 836, 937, 북구1, 북구2, 순환3"
7021020700,326,신세계병원건너,Shinsegae hospital,대구광역시,북구,산격2동,12836.8453,3553.8904,9,"101-1, 304, 323-1, 623, 706, 836, 북구1, 북구2, 순환3-1"
7021020800,325,신세계병원앞,Shinsegae hospital,대구광역시,북구,산격3동,12836.8034,3553.9002,9,"101, 304, 323, 623, 706, 836, 북구1, 북구2, 순환3"
7021020900,2099,산격대우아파트앞,Sangyeok Daewoo Apts,대구광역시,북구,산격2동,12836.6928,3553.9536,9,"101-1, 304, 323-1, 623, 706, 836, 북구1, 북구2, 순환3-1"
7021021000,2100,산격종합시장앞,Sangyeok Market,대구광역시,북구,산격3동,12836.6318,3553.9631,9,"101, 304, 323, 623, 706, 836, 북구1, 북구2, 순환3"
7021021100,321,산격중학교앞,Sangyeok Middle School,대구광역시,북구,산격2동,12836.5067,3554.0573,5,"623, 706, 북구1, 북구2, 순환3-1"
7021021200,5154,산격중학교건너,Sangyeok Middle School,대구광역시,북구,산격4동,12836.5128,3554.0363,5,"623, 706, 북구1, 북구2, 순환3"
7021021400,222,상수도사업본부시설관리소건너,Waterworks HQ Facilities Management Office,대구광역시,북구,산격2동,12836.157,3554.1475,7,"623, 653, 939, 북구1, 순환2, 순환2-1, 순환3-1"
7021021500,2115,상수도사업본부시설관리소앞,Waterworks HQ Facilities Management Office,대구광역시,북구,산격1동,12836.1842,3554.1418,3,"623, 북구1, 순환3"
7021021600,9067,대원유치원앞,Daewon Kindergarten,대구광역시,북구,산격4동,12836.40765,3553.900152,4,"101-1, 304, 323-1, 836"
7021021700,9066,대원유치원건너,Daewon Kindergarten,대구광역시,북구,산격3동,12836.39978,3553.881812,4,"101, 304, 323, 836"
7021021800,229,산격초등학교건너,Sangyeok Elementary School,대구광역시,북구,산격4동,12836.3151,3553.7243,4,"101-1, 304, 323-1, 836"
7021021900,9068,산격초등학교앞,Sangyeok Elementary School,대구광역시,북구,산격3동,12836.31837,3553.665263,4,"101, 304, 323, 836"
7021022000,9069,산격4동행정복지센터앞,Sangyeok 4-dong Community Service Center,대구광역시,북구,산격4동,12836.30818,3553.58785,4,"101-1, 304, 323-1, 836"
7021022100,227,산격4동행정복지센터건너,Sangyeok 4-dong Community Service Center,대구광역시,북구,산격3동,12836.31742,3553.523656,1,323
7021022200,231,대구은행산격지점앞,Daegu Bank Sangyeok Branch,대구광역시,북구,산격4동,12836.3103,3553.453,1,323-1
7021022300,5242,경북대체육센터앞,Kyungpook National University Athletic Center,대구광역시,북구,산격3동,12836.2876,3553.4091,6,"300, 306, 410, 523, 706, 719"
7021022400,2705,경북대학교서문건너,Kyungpook National University West Gate,대구광역시,북구,산격4동,12836.1787,3553.3358,7,"300, 306, 323-1, 410-1, 523, 706, 719"
7021022500,9065,경북대학교서문앞,Kyungpook National University West Gate,대구광역시,북구,산격4동,12836.18153,3553.329059,7,"300, 306, 323, 410, 523, 706, 719"
7021022600,2118,산격청구맨션앞,Sangyeok Cheonggu Mansion,대구광역시,북구,산격4동,12836.0666,3553.3776,8,"300, 304, 323-1, 403, 623, 706, 719, 순환2-1"
7021022700,241,시청별관건너2,City Hall Annex,대구광역시,북구,산격4동,12836.0115,3553.3983,7,"300, 323, 403, 623, 706, 719, 순환2"
7021022800,233,실내체육관건너,Daegu Gym,대구광역시,북구,산격4동,12836.1531,3553.5097,3,"101, 304, 836"
7021022900,234,실내체육관앞,Daegu Gym,대구광역시,북구,산격4동,12836.1529,3553.5094,3,"101-1, 304, 836"
7021023000,243,기독교방송국건너,Christian Broadcasting,대구광역시,북구,침산2동,12835.8922,3553.2695,5,"300, 323-1, 653, 706, 836"
7021023100,5041,기독교방송국앞,Christian Broadcasting,대구광역시,북구,침산2동,12835.9015,3553.2795,5,"300, 323, 653, 706, 836"
7021023200,340,오뚜기물류센터,Ottugi Logistics Center,대구광역시,북구,산격2동,12836.4655,3554.554,1,300
7021023300,333,엑스코앞,EXCO,대구광역시,북구,산격2동,12836.7477,3554.4968,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
7021023400,246,동침산네거리,Dongchimsan (4) Junction,대구광역시,북구,침산2동,12835.9621,3553.1923,4,"410, 503, 523, 동구2"
7021023500,9070,북구선거관리위원회건너,Buk-gu Election Commission,대구광역시,북구,대현2동,12836.12283,3553.228081,5,"304, 410-1, 523, 623, 급행6"
7021023600,9064,북구선거관리위원회앞,Buk-gu Election Commission,대구광역시,북구,대현1동,12836.13575,3553.240879,8,"304, 306, 403, 410, 523, 623, 급행6, 순환2-1"
7021023700,248,경대교앞,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,12836.0458,3553.1623,2,"304, 623"
7021023800,247,경대교건너,Gyeongdaegyo (Bridge),대구광역시,북구,침산2동,12836.0319,3553.1375,2,"304, 623"
7021023900,616,새동네아파트건너,Saedongne Apts,대구광역시,북구,칠성동,12836.10813,3552.836789,4,"304, 623, 동구3, 팔공1"
7021024000,636,새동네아파트앞,Saedongne Apts,대구광역시,북구,칠성동,12836.0507,3552.9488,2,"304, 623"
7021024100,634,칠성시장(전자상가앞),Chilseong Market,대구광역시,북구,칠성동,12836.1673,3552.7141,5,"304, 623, 가창2, 동구3, 팔공1"
7021024200,5134,칠성시장(전자상가건너),Chilseong Market,대구광역시,북구,칠성동,12836.1776,3552.7224,4,"304, 623, 동구3, 팔공1"
7021024300,639,칠성시장(농협앞),Chilseong Market,대구광역시,북구,칠성동,12836.2113,3552.6308,5,"가창2, 동구2, 동구3, 북구2, 팔공1"
7021024400,620,칠성시장(농협건너),Chilseong Market,대구광역시,북구,칠성동,12836.2102,3552.6391,4,"동구2, 동구3, 북구2, 팔공1"
7021024500,635,칠성꽃도매시장앞,Chilseong Flower Market,대구광역시,북구,칠성동,12836.0758,3552.5598,3,"808, 급행6, 동구2"
7021024600,5321,칠성시장건너,Chilseong Market,대구광역시,북구,칠성동,12836.3403,3552.4908,11,"101-1, 156, 306, 401, 403, 524, 618, 650, 708, 980, 급행1"
7021024700,5319,칠성시장앞1,Chilseong Market,대구광역시,북구,칠성동,12836.3211,3552.477925,12,"101, 156, 306, 401, 403, 524, 618, 650, 708, 980, 가창2, 급행1"
7021024800,541,농협중앙회앞,Nonghyup,대구광역시,북구,대현2동,12836.4321,3552.6592,13,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 동구3, 북구2, 팔공1"
7021025000,2048,강남약국건너,Gangnam Pharmacy,대구광역시,북구,대현2동,12836.644,3552.7989,14,"156, 306, 401, 403, 524, 618, 650, 708, 808, 980, 급행1, 동구3, 북구2, 팔공1"
7021025100,5110,동대구시장건너,Dongdaegu Market,대구광역시,북구,대현1동,12836.6428,3552.9377,5,"306, 403, 503, 동구2, 순환2-1"
7021025300,3126,동대구시장앞,Dongdaegu Market,대구광역시,북구,대현2동,12836.5569,3552.9498,5,"306, 403, 503, 동구2, 순환2"
7021025400,314,대일아파트건너,Daeil Apts,대구광역시,북구,대현1동,12836.4014,3553.0266,5,"306, 403, 503, 동구2, 순환2-1"
7021025500,5044,대일아파트앞,Daeil Apts,대구광역시,북구,대현2동,12836.3586,3553.0434,5,"306, 403, 503, 동구2, 순환2"
7021025700,349,경북대체육센터건너,Kyungpook National University Athletic Center,대구광역시,북구,산격3동,12836.3968,3553.4695,6,"300, 306, 410-1, 523, 706, 719"
7021025800,2105,경북대학교북문앞,Kyungpook National University North Gate,대구광역시,북구,산격3동,12836.6104,3553.5923,7,"300, 306, 410, 523, 706, 719, 급행6"
7021025900,2104,경북대학교북문건너,Kyungpook National University North Gate,대구광역시,북구,산격3동,12836.586,3553.5774,7,"300, 306, 410-1, 523, 706, 719, 급행6"
7021026000,350,복현우체국앞,Bokhyeon Post Office,대구광역시,북구,복현1동,12836.7783,3553.7434,6,"300, 306, 410, 523, 706, 719"
7021026100,348,복현우체국건너,Bokhyeon Post Office,대구광역시,북구,산격3동,12836.821,3553.7842,6,"300, 306, 410-1, 523, 706, 719"
7021026200,5045,복현오거리2,Bokhyeon (5) Junction,대구광역시,북구,복현2동,12836.9141,3553.9009,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026400,5046,건영아파트건너,Kunyoung Apts,대구광역시,북구,산격2동,12836.908,3553.9696,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026500,702,복현대백맨션앞,Bokhyeon Daebaek  Mansion,대구광역시,북구,복현2동,12836.9644,3554.0951,9,"101, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026600,2103,복현대백맨션건너,Bokhyeon Daebaek Mansion,대구광역시,북구,산격2동,12836.9659,3554.1397,9,"101-1, 304, 306, 323, 323-1, 413, 523, 623, 937"
7021026700,708,복현오거리3,Bokhyeon (5) Junction,대구광역시,북구,복현2동,12836.9659,3553.8654,1,300
7021026800,2106,북중학교앞,Buk Middle School,대구광역시,북구,복현2동,12837.2086,3553.9162,3,"300, 503, 급행6"
7021026900,709,복현장미맨션앞,Bokhyeon Jangmi Mansion,대구광역시,북구,복현2동,12837.1212,3553.9079,3,"300, 503, 급행6"
7021027000,5060,명문세가APT앞,Myeong Munsega,대구광역시,북구,복현2동,12837.42907,3553.866027,4,"503, 719, 동구2, 북구1"
7021027100,5135,명문세가APT건너,Myeong Munsega,대구광역시,북구,복현2동,12837.4329,3553.8799,4,"503, 719, 동구2, 북구1"
7021027200,330,영진전문대학정문앞,Yeungjin College,대구광역시,북구,복현2동,12837.4359,3553.6659,4,"503, 719, 동구2, 북구1"
7021027300,329,영진전문대학정문건너,Yeungjin College,대구광역시,북구,복현2동,12837.4268,3553.6472,4,"503, 719, 동구2, 북구1"
7021027400,5153,복현서한2차아파트,Bokhyeon Seohan 2-cha Apts,대구광역시,북구,복현2동,12837.50431,3553.985935,3,"101-1, 719, 동구2"
7021027500,168,복현우방아파트,Bokhyeon Woobang Apts,대구광역시,북구,복현2동,12837.4603,3553.9642,3,"101, 719, 동구2"
7021027600,1785,칠곡2차영남타운건너,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,12833.7142,3555.981,2,"937, 칠곡1-1"
7021027700,1764,칠곡2차영남타운앞,Chilgok 2-cha Yeongnam Town,대구광역시,북구,동천동,12833.6968,3555.9632,2,"937, 칠곡1"
7021027800,1773,칠곡3차화성타운3,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.7084,3556.1957,1,726
7021027900,1766,칠곡3차화성타운1,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.6866,3556.1964,1,726
7021028000,311,대구우편집중국(동편),Daegu Mail Collection Center,대구광역시,북구,산격2동,12836.9339,3554.6566,1,300
7021028100,9207,동원약품,Dongwon Pharmaceutical Company,대구광역시,북구,산격2동,12837.01626,3554.533999,8,"304, 306, 323, 323-1, 413, 503, 653, 937"
7021028200,9028,성화여고건너,Seonghwa Girls' High School,대구광역시,북구,복현2동,12837.09364,3554.137033,4,"101, 300, 503, 북구1"
7021028300,9027,성화여고앞,Seonghwa Girls' High School,대구광역시,북구,복현2동,12837.10226,3554.116535,4,"101-1, 300, 503, 북구1"
7021028400,400,경명여고앞,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,12835.9269,3552.7338,3,"304, 623, 북구2"
7021028500,150,경명여고건너,Kyeongmyeong Girls' High School,대구광역시,북구,칠성동,12836.0314,3552.7207,3,"304, 623, 북구2"
7021028700,9206,무태네거리(시외방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,12835.97826,3554.946206,6,"503, 706, 937, 939, 급행2, 북구2"
7021028800,9204,무태네거리(시내방향),Mutae (4) Junction ,대구광역시,북구,무태조야동,12835.96076,3554.912932,6,"503, 706, 937, 939, 급행2, 북구2"
7021028900,5107,무태조야동행정복지센터앞2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.9517,3555.320151,2,"706, 급행2"
7021029000,5155,무태조야동행정복지센터건너2,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.97797,3555.284971,3,"706, 937, 급행2"
7021029200,1874,연경1,Yeongyeong,대구광역시,북구,무태조야동,12837.09231,3556.537331,1,북구2
7021029300,707,복현현대맨션앞,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,12837.0621,3553.9837,1,503
7021029400,706,복현현대맨션건너,Bokhyeon Hyundai Mansion,대구광역시,북구,복현2동,12837.0682,3553.9867,1,503
7021029500,148,칠성시장역(서문프라자앞),Chilseong Market Station,대구광역시,북구,칠성동,12836.3061,3552.5655,7,"808, 가창2, 동구2, 동구3, 북구2, 북구3, 팔공1"
7021029600,136,칠성시장역(서문프라자건너),Chilseong Market Station,대구광역시,북구,칠성동,12836.3093,3552.5688,6,"808, 동구2, 동구3, 북구2, 북구3, 팔공1"
7021029700,5156,노곡동,Nogok-dong,대구광역시,북구,관문동,12833.8023,3554.3398,2,"북구3, 칠곡2"
7021029800,269,조야동(종점),Joya-dong,대구광역시,북구,무태조야동,12834.5986,3554.6485,2,"356, 403"
7021029900,223,연암네거리3,Yeonam (4) Junction,대구광역시,북구,산격2동,12835.9391,3554.1313,5,"623, 653, 939, 순환2, 순환2-1"
7021030000,557,보성기계건너,Boseong Machinery,대구광역시,북구,노원3동,12834.1109,3553.8794,2,"북구3, 칠곡2"
7021030100,556,보성기계앞,Boseong Machinery,대구광역시,북구,노원3동,12834.0916,3553.9007,2,"북구3, 칠곡2"
7021030200,1975,동아수산냉동건너,Donga Fisheries Refrigeration,대구광역시,북구,노원3동,12834.2494,3553.7232,2,"북구3, 칠곡2"
7021030300,554,동아수산냉동앞,Donga Fisheries Refrigeration,대구광역시,북구,노원3동,12834.2381,3553.7333,2,"북구3, 칠곡2"
7021030400,142,고성아파트건너,Goseong Apts,대구광역시,북구,고성동,12834.9171,3552.7907,1,북구3
7021030500,141,고성아파트앞,Goseong Apts,대구광역시,북구,고성동,12834.9094,3552.7997,1,북구3
7021030600,140,시민교회앞,Simin Church,대구광역시,북구,고성동,12835.1836,3552.7634,1,북구3
7021030700,143,시민교회건너,Simin Church,대구광역시,북구,고성동,12835.1389,3552.763,1,북구3
7021030800,138,칠성휴먼시아앞,Chilseong Humansia,대구광역시,북구,칠성동,12835.38752,3552.730128,1,북구3
7021030900,137,대구소방본부건너,Daegu Fire Department,대구광역시,북구,칠성동,12835.5768,3552.6942,1,북구3
7021031000,146,도시철도대구역,Daegu Station,대구광역시,북구,칠성동,12835.8275,3552.6374,1,북구3
7021031100,9035,홈플러스칠곡점앞,Homeplus Chilgok Branch,대구광역시,북구,동천동,12833.36728,3556.72825,7,"706, 730, 북구1, 칠곡1, 칠곡2, 칠곡4, 칠곡5"
7021031200,1456,칠곡네스빌,Chilgok Nes Ville,대구광역시,북구,동천동,12833.5241,3556.7404,1,북구1
7021031300,1457,동화골든빌(북편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7296,3556.7746,1,북구1
7021031600,2371,홈플러스칠곡점건너,Homeplus Chilgok Branch,대구광역시,북구,동천동,12833.3741,3556.7415,7,"706, 730, 북구1, 칠곡1-1, 칠곡2, 칠곡4, 칠곡5"
7021031700,1569,칠곡주공그린빌1단지건너,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,12834.6516,3556.9854,3,"706, 칠곡1-1, 칠곡5"
7021031800,1568,칠곡주공그린빌1단지앞,Chilgok Jugong Green Ville Apts 1,대구광역시,북구,동천동,12834.6408,3556.9668,4,"706, 북구1, 칠곡1, 칠곡5"
7021031900,1767,동천역1,Dongcheon Station,대구광역시,북구,동천동,12833.4431,3556.2341,1,칠곡1
7021032000,1765,동천역2,Dongcheon Station,대구광역시,북구,동천동,12833.4603,3556.22233,1,칠곡1-1
7021032100,2411,거동교1,Geodonggyo (Bridge),대구광역시,북구,읍내동,12833.1534,3556.815,6,"706, 730, 북구1, 칠곡2, 칠곡4, 칠곡5"
7021032200,1475,거동교2,Geodonggyo (Bridge),대구광역시,북구,읍내동,12833.2022,3556.8159,6,"706, 730, 북구1, 칠곡2, 칠곡4, 칠곡5"
7021032300,1567,보병50사단앞,Infantry 50th Army Division,대구광역시,북구,동천동,12834.4344,3556.8514,3,"706, 칠곡1-1, 칠곡5"
7021032400,1566,보병50사단건너,Infantry 50th Army Division,대구광역시,북구,동천동,12834.4793,3556.8697,4,"706, 북구1, 칠곡1, 칠곡5"
7021032500,9215,칠곡그린빌2차앞,Chilgok Green Ville 2-cha,대구광역시,북구,구암동,12833.98821,3556.558029,6,"706, 726, 급행2, 급행7, 칠곡2, 칠곡4"
7021032700,345,중소기업관앞,Small and Medium Businesses Hall,대구광역시,북구,산격2동,12836.9949,3554.4704,2,"순환2, 순환2-1"
7021032800,334,한국패션센터,Fashion Center Korea,대구광역시,북구,산격2동,12836.7325,3554.3255,2,"순환2, 순환2-1"
7021032900,339,산업용재관,Industrial Material Complex,대구광역시,북구,산격2동,12836.3323,3554.3141,6,"349, 503, 653, 937, 순환2, 순환2-1"
7021033000,1570,도남동(종점),Donam-dong,대구광역시,북구,동천동,12835.3264,3558.1493,1,칠곡5
7021033100,9205,산격거평타운건너,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,12836.1644,3554.289179,3,"706, 939, 북구2"
7021033200,202,산격거평타운앞,Sangyeok Geopyeong Town,대구광역시,북구,산격2동,12836.1746,3554.3003,5,"503, 706, 937, 939, 북구2"
7021033300,1577,이곡양수장건너,Igok Yangsujang,대구광역시,북구,무태조야동,12836.2305,3555.9254,1,북구2
7021033400,1576,이곡양수장앞,Igok Yangsujang,대구광역시,북구,무태조야동,12836.2137,3555.9185,1,북구2
7021033500,214,동서변리벤빌,DongSeobyeon Rivenville,대구광역시,북구,무태조야동,12835.936,3555.5309,3,"706, 937, 급행2"
7021033600,213,유니버시아드레포츠센터건너,Universiade Leports Center,대구광역시,북구,무태조야동,12835.94992,3555.681574,3,"706, 937, 급행2"
7021033700,218,무태조야동행정복지센터앞1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.82091,3555.270238,3,"503, 939, 북구2"
7021033800,217,무태조야동행정복지센터건너1,Mutaejoya-dong Community Service Center,대구광역시,북구,무태조야동,12835.86119,3555.262482,4,"503, 706, 939, 북구2"
7021033900,9203,동서리치모아앞,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,12835.8059,3555.387056,3,"503, 939, 북구2"
7021034000,215,동서리치모아건너,Dongseo Richmoa Apts,대구광역시,북구,무태조야동,12835.7968,3555.385187,3,"503, 939, 북구2"
7021034100,1575,서변동영남네오빌앞,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,12835.8139,3555.6206,3,"503, 939, 북구2"
7021034200,1574,서변동영남네오빌건너,Seobyeon-dong Yeongnam Neovill,대구광역시,북구,무태조야동,12835.8078,3555.6244,3,"503, 939, 북구2"
7021034300,211,동서교회건너,Dongseo Church,대구광역시,북구,무태조야동,12836.0733,3555.2673,4,"503, 937, 939, 북구2"
7021034400,210,동서교회앞,Dongseo Church,대구광역시,북구,무태조야동,12836.0733,3555.2689,4,"503, 937, 939, 북구2"
7021034500,209,무태새마을금고앞,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,12836.2167,3555.2238,4,"503, 937, 939, 북구2"
7021034600,208,무태새마을금고건너,Mutae Community Credit Cooperative,대구광역시,북구,무태조야동,12836.2152,3555.2273,4,"503, 937, 939, 북구2"
7021034700,207,동변주공그린빌앞,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,12836.2198,3555.0781,4,"503, 937, 939, 북구2"
7021034800,206,동변주공그린빌건너,Dongbyeon Jugong Green Ville,대구광역시,북구,무태조야동,12836.2244,3555.0793,4,"503, 937, 939, 북구2"
7021034900,9031,유니버시아드선수촌2단지건너,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,12836.15378,3555.001122,4,"503, 937, 939, 북구2"
7021035000,9030,유니버시아드선수촌2단지앞,Universityersiade Seonsuchon Apts 2,대구광역시,북구,무태조야동,12836.16514,3554.994171,4,"503, 937, 939, 북구2"
7021035100,1246,매천수산시장앞,Maecheon Fish Market,대구광역시,북구,관문동,12832.4567,3554.1459,4,"7250, 730, 급행7, 칠곡2"
7021035200,1241,매천수산시장건너,Maecheon Fish Market,대구광역시,북구,관문동,12832.5199,3554.0349,3,"7250, 730, 칠곡2"
7021035300,1245,팔달중학교건너,Paldal Middle School,대구광역시,북구,관문동,12832.6527,3553.905,2,"730, 칠곡2"
7021035400,1044,팔달중학교앞,Paldal Middle School,대구광역시,북구,관문동,12832.6552,3553.9084,2,"730, 칠곡2"
7021035500,4,매천성당건너2,Maecheon Catholic Church,대구광역시,북구,관문동,12832.5143,3554.4961,2,"750, 북구1"
7021035600,1233,매천성당앞,Maecheon Catholic Church,대구광역시,북구,관문동,12832.5053,3554.5146,5,"7250, 730, 750, 북구1, 칠곡2"
7021035900,1247,태전중석타운,Taejeon Jungseok Town,대구광역시,북구,태전2동,12832.6911,3554.8178,4,"7250, 730, 북구1, 칠곡4"
7021036000,1043,메트로시티건너,Metrocity,대구광역시,북구,태전2동,12832.8316,3554.8105,5,"7250, 730, 750, 북구1, 칠곡4"
7021036100,1248,메트로시티앞,Metrocity,대구광역시,북구,태전2동,12832.8553,3554.819,4,"7250, 730, 북구1, 칠곡4"
7021036200,1782,두성파크아파트건너,Duseong Park Apts,대구광역시,북구,태전2동,12832.90099,3554.940134,13,"200, 250, 250-1, 300 , 527, 708, 719, 724, 7250, 726, 730, 750, 칠곡4"
7021036300,1800,태현초등학교앞,Taehyeon Elementary School,대구광역시,북구,태전1동,12832.5219,3555.6535,5,"200, 250, 250-1, 724, 750"
7021036400,1875,가야농원,Gaya Farm,대구광역시,북구,무태조야동,12836.6137,3556.31,1,북구2
7021036500,1758,칠곡한신아파트건너,Chilgok Hansin Apts,대구광역시,북구,태전1동,12832.6688,3555.9775,3,"칠곡1, 칠곡2, 칠곡4"
7021036600,9258,칠곡한신아파트앞2,Chilgok Hansin Apts,대구광역시,북구,태전1동,12832.66272,3555.963438,3,"칠곡1-1, 칠곡2, 칠곡4"
7021036800,1333,운암지공원1,Unamji Park,대구광역시,북구,구암동,12833.8034,3555.8906,1,939
7021036900,5220,부영7단지앞,Buyeong Apts 7,대구광역시,북구,구암동,12833.9635,3556.049,1,939
7021037000,1341,부영7단지건너,Buyeong Apts 7,대구광역시,북구,구암동,12833.9738,3556.0567,1,939
7021037100,1334,그린빌4단지건너,Green Ville Apts 4,대구광역시,북구,구암동,12834.0754,3556.2759,2,"939, 칠곡1-1"
7021037200,1339,그린빌4단지앞,Green Ville Apts 4,대구광역시,북구,구암동,12834.0532,3556.2597,2,"939, 칠곡1"
7021037300,1551,그린빌4단지,Green Ville Apts 4,대구광역시,북구,구암동,12833.92015,3556.196185,2,"726, 급행7"
7021037500,1343,운암초등학교앞,Unam Elementary School,대구광역시,북구,구암동,12833.8807,3556.1742,2,"급행2, 칠곡1-1"
7021037600,9033,운암초등학교건너,Unam Elementary School,대구광역시,북구,구암동,12833.88374,3556.177417,4,"726, 급행2, 급행7, 칠곡1"
7021037700,5327,화성센트럴파크,Hwaseong Central Park,대구광역시,북구,동천동,12833.7249,3556.104,2,"937, 칠곡1"
7021037800,1344,부영3단지,Buyeong Apts 3,대구광역시,북구,구암동,12833.76859,3556.275633,2,"937, 급행2"
7021038000,1350,칠곡3차화성타운2,Chilgok 3-cha Hwaseong Town,대구광역시,북구,동천동,12833.7607,3556.3141,2,"937, 급행2"
7021038100,1349,칠곡그린파크1,Chilgok Green Park,대구광역시,북구,동천동,12833.81846,3556.610243,4,"706, 937, 칠곡1-1, 칠곡2"
7021038200,1346,칠곡부영1단지,Chilgok Buyeong Apts 1,대구광역시,북구,동천동,12833.8569,3556.7346,7,"726, 730, 급행2, 급행7, 칠곡1, 칠곡1-1, 칠곡4"
7021038300,1347,동화골든빌(동편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.839,3556.7016,7,"726, 730, 급행2, 급행7, 칠곡1, 칠곡1-1, 칠곡4"
7021038400,5326,동화골든빌(남편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7079,3556.6712,7,"706, 730, 북구1, 칠곡1, 칠곡1-1, 칠곡2, 칠곡5"
7021038500,1348,동화골든빌건너(남편),Donghwa Golden Ville,대구광역시,북구,동천동,12833.7476,3556.6576,6,"706, 730, 칠곡1, 칠곡1-1, 칠곡2, 칠곡5"
7021038600,1560,강북경찰서건너,Gangbuk Police Station,대구광역시,북구,동천동,12833.9256,3556.6454,5,"726, 937, 칠곡1-1, 칠곡4, 칠곡5"
7021038700,1561,강북경찰서앞,Gangbuk Police Station,대구광역시,북구,구암동,12833.92654,3556.62949,5,"726, 937, 칠곡1, 칠곡4, 칠곡5"
7021038800,5158,칠곡그린빌3차건너,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,12833.8895,3556.4874,5,"706, 급행2, 북구1, 칠곡2, 칠곡4"
7021038900,1555,칠곡그린빌3차앞,Chilgok Green Ville 3-cha,대구광역시,북구,구암동,12833.8872,3556.4842,4,"706, 급행2, 칠곡2, 칠곡4"
7021039000,1563,학남초등학교앞,Haknam Elementary School,대구광역시,북구,동천동,12833.9936,3556.7912,2,"북구1, 칠곡2"
7021039100,1562,학남초등학교건너,Haknam Elementary School,대구광역시,북구,동천동,12833.9816,3556.7977,1,칠곡2
7021039200,9216,학남고등학교앞,Haknam High School,대구광역시,북구,동천동,12834.16781,3556.802186,4,"706, 북구1, 칠곡1, 칠곡5"
7021039300,1565,학남고등학교건너,Haknam High School,대구광역시,북구,동천동,12834.1685,3556.8118,3,"706, 칠곡1-1, 칠곡5"
7021039400,9217,국우동현대아파트앞,Gugu-dong Hyundai Apts,대구광역시,북구,동천동,12834.79242,3556.869443,3,"706, 북구1, 칠곡1"
7021039500,9032,북구구민운동장앞,Buk-gu Stadium,대구광역시,북구,동천동,12834.4321,3556.629463,5,"937, 939, 급행2, 북구1, 칠곡1"
